GeneFamily	SRR4096731	SRR4096732	SRR4096733	SRR4096734	SRR4096735	SRR4096736	SRR4096737	SRR4096738	SRR4096739	SRR4096740	SRR4096741	SRR4096742	SRR4096743	SRR4096744	SRR4096745	SRR4096746	SRR4096747	SRR4096748	SRR4096749	SRR4096750	SRR4096751	SRR4096752	SRR4096753	SRR4096754	SRR4096755	SRR4096756	SRR4096757	SRR4096758	SRR4096759
K05367	50.1129354588	0	22.2202799777	9.0585243586	16.5821065214	0	13.9844837568	0	0	111.3059481722	35.9635999310	0	19.2912031837	13.7661218538	15.5869692347	44.9489467810	16.1261420241	23.5418915635	59.2369525615	0	8.7655682166	0	0	26.2609323863	0	0	0	31.2773357907	0
K05368	8.9955022489	0	16.4210751767	0	14.8470758516	0	0	13.4932533733	0	233.4800839828	65.9561027994	0	0	14.9218248019	21.0496785625	55.4700194813	0	0	92.8783555186	0	37.3399014778	0	0	16.4895097361	0	0	0	37.4731431820	8.9955022489
K05372	0	0	7.5675675676	0	0	0	0	0	0	28.1078858974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8108108108	0
K05373	0	0	0	0	5.2142729831	0	0	0	0	16.7187964535	0	0	0	0	0	0	0	0	8.4111899258	0	0	0	0	0	0	0	0	12.6384993441	0
K05374	0	0	6.6390606364	0	7.9160464905	0	0	0	0	19.9095713042	3.9996284952	0	0	0	0	0	0	0	17.2210057272	0	0	0	0	0	0	0	0	10.6373321893	0
K05396	13.4655676972	0	0	5.1764415697	10.3646762611	0	5.2011280586	16.5406754383	0	79.6867512020	26.7326648747	0	14.4971383275	10.3882538009	13.5180325945	47.2295316427	0	0	48.4379781387	0	8.2528901945	12.4464733852	0	5.1942460441	0	0	0	19.6831468283	8.3179539110
K05499	0	0	16.1554752199	6.0569744009	10.0978241800	0	0	17.1579077996	0	210.0352859098	42.3943551776	0	0	21.1881326056	16.1599231566	53.5337476940	0	0	104.0241848313	0	19.1924481317	0	0	20.1994945578	0	0	0	25.2381757792	0
K05501	6.9813344017	0	7.0988781787	0	17.6133052331	0	14.0623754287	26.6285263133	0	250.1263027045	61.4787413006	0	0	8.8810592681	15.6089509316	68.9847758336	0	0	93.6588078337	0	17.6013516799	0	0	14.1853833282	0	0	0	35.5069155485	0
K05515	526.4345681256	472.6224582019	408.1160031042	293.1589620326	77.6122230276	526.3012080389	382.9553778337	431.7138038107	582.0492071172	342.9687290351	544.5331556482	438.4081131960	595.9375393728	392.1525955796	387.2641037685	219.8462818493	310.8388304554	360.6744100323	122.8304540389	367.3072550872	22.9133267121	625.4405004865	326.6288363088	250.6585028081	153.2544788984	380.2067605596	408.5478078144	429.4937776735	53.8127406235
K05516	424.5443113327	299.2838329218	232.7717048667	124.4465599088	37.6579660862	361.7968293470	188.3625940548	248.6209468474	310.7494202186	160.6916765831	308.1432322871	248.7690213747	339.1584262456	203.5168286805	168.6082681560	145.9072680255	147.0374045526	255.1248261268	76.4516488870	227.0283090923	0	282.2720959992	218.0342191204	208.3180836878	86.0665971222	229.0686818685	272.0285261460	244.2578768184	38.5158687013
K05517	0	0	10.4459024364	0	10.4219644703	0	0	9.4519731810	0	125.0954048626	37.6589012278	0	0	0	9.4606237076	57.7580180782	0	0	55.1906941789	0	10.6413512459	0	0	20.1202555402	0	0	0	17.6564825631	0
K05520	30.4882100121	0	29.4688391335	13.7853711237	13.7568430343	14.7491807218	15.2806886394	38.7166935617	11.0638447476	150.3611995888	85.0154081179	11.5391873135	16.6532794650	13.6779136722	31.8126479825	98.8807152923	11.6469258853	0	95.6914863554	0	14.1897402527	0	18.2816092383	29.6140179345	17.7004755606	18.9892925817	11.8444819109	34.2529190168	96.2475001666
K05521	56.0821457693	27.2826026616	28.1953294210	39.4003837027	0	60.7341170745	54.6451651528	28.0405081841	22.6401948743	191.7956925424	81.8189669365	14.2710841903	37.2057123051	38.6844662287	63.0246269617	49.0883118174	114.2079114413	39.5540752998	99.1391520929	40.4720010522	15.6197050851	24.9485463619	37.6030519217	40.8938567637	9.3876671906	15.7999838857	31.5972517972	45.2867980423	7.1533999542
K05522	0	0	7.9588129694	0	0	0	0	10.1344315798	0	88.0153352691	25.8256964496	0	0	7.5863740840	13.2065587238	47.3688279561	0	0	52.6847285625	0	10.2293460122	0	0	20.9873923877	0	0	0	30.3731291806	0
K05523	7.4183513917	0	15.6269773343	0	39.6342353834	0	0	112.5212870672	0	283.1462074829	13.3091919667	0	0	98.1859229355	28.8948780877	203.3645752214	0	0	83.1582385821	0	18.2446112575	0	0	22.2896130749	0	0	34.7082716212	10.9744250909	0
K05524	0	0	25.9254404750	31.5475844750	0	0	0	19.5598932978	0	40.4159822564	27.4835414040	0	0	21.6986433796	22.3405189056	150.9771300566	34.1025531246	17.1364495906	45.8528744205	29.1413908821	0	0	6.4935606883	20.3356574430	0	38.7636672633	19.3841661415	0	23.6784307860
K05526	0	0	0	0	0	0	0	0	0	65.3631336999	0	0	0	0	0	20.3403246765	0	0	33.1905781585	0	0	0	0	9.6359743041	0	0	0	11.7750141840	0
K05527	0	0	0	0	0	0	0	14.1437405351	0	106.0771015949	42.4292663202	0	0	0	17.6848813730	70.3473305288	0	0	67.2690743220	0	7.0709237759	0	0	10.6063856638	0	0	0	21.2022087886	0
K05539	11.0427411319	0	52.7534754173	153.7965540889	70.5458639375	0	11.3592635759	109.0129732232	0	381.5887185842	68.0609435153	0	0	86.4038586641	54.2066581363	209.0782047358	27.9495631992	0	104.9839708471	16.6357665786	17.2969095129	0	0	19.2903422628	10.4559858966	24.0053545511	32.1541981301	35.4964798635	9.2717218506
K05540	495.4044270550	92.9309878280	215.5956873373	693.2088478983	64.4172846888	389.8475531587	2044.0184274177	152.3974675582	327.7458232547	4646.0520722408	1545.3450260408	272.9563473945	513.4152466494	86.9317933163	4402.9068137692	2629.4750537633	1474.4614995353	1099.3780915659	2052.1636352456	561.9655371740	296.1996615089	503.4955062556	20.4678647942	134.2149679023	17.3305584958	171.8702582397	266.1019793522	204.5786775180	89.1285256922
K05541	0	0	33.5515264335	0	56.4473288409	0	0	0	0	309.7991839775	53.1870976384	0	4.3484556384	99.5587786519	44.5615047283	255.2654222951	26.2363710022	0	98.9909029385	0	9.7558619999	0	0	13.8399689534	0	0	38.4026707130	25.0107235691	0
K05548	0	0	12.1972670660	0	0	0	0	0	0	0	0	0	0	0	0	46.2359117554	0	0	6.1292593717	0	0	0	0	0	0	0	0	0	0
K05549	0	0	22.0702231901	0	0	0	0	0	0	0	0	0	0	0	0	40.6554425231	0	0	6.4747325356	0	0	0	0	0	0	0	0	0	0
K05550	0	0	6.6947208972	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3011536393	0	0	0	0	0	0	0	0	0	0	0	0
K05559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5111595771	10.3361264568	0	0	0	0	0	0	0	0	0	0	0	0
K05560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4105539735	9.5650603316	0	0	0	0	0	0	0	0	0	0	0	0
K05564	0	0	8.2421245229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05565	6.7683359631	0	10.8345615193	12.3116465346	0	0	0	0	0	20.4814139971	0	0	0	5.2384879201	0	29.5352290377	0	0	0	0	0	0	0	13.0815167478	0	0	0	0	56.5733034262
K05566	0	0	10.2107053371	0	0	0	0	0	0	10.0549943951	0	0	0	0	0	15.2673737780	0	0	0	0	0	0	0	30.5932994306	0	7.6726342711	0	0	73.8185985276
K05567	0	0	11.7289987133	9.5757173008	0	0	0	0	0	33.9873966865	0	0	0	0	0	36.0900293507	0	0	16.0068719042	0	0	0	0	12.7427614702	6.4109656186	18.9289566523	0	0	67.2184276894
K05568	0	0	13.5686348125	13.9184929600	0	0	0	0	0	30.8062173401	20.8773438632	0	0	0	0	44.1323991069	8.4374538117	0	0	0	0	0	0	21.8255500306	9.4676947307	18.5054557352	0	0	74.7987612938
K05569	0	0	0	0	0	0	10.8774552019	0	0	22.1846061423	0	0	0	0	0	19.4513127977	0	0	0	0	0	0	0	15.6359146293	10.6092436975	13.4103746423	0	0	46.8846879802
K05570	7.9240232516	0	11.5497901833	0	0	0	0	19.2480399148	0	27.3010172991	0	0	0	0	0	47.4882432847	8.0103814544	0	0	0	0	0	0	15.4019567061	7.5672335879	0	0	0	56.6476538171
K05571	0	0	8.3508724285	0	0	0	0	5.5327745281	0	17.5415785321	0	0	0	0	0	24.0006104152	0	0	0	0	0	0	0	39.4631472166	0	0	0	0	58.7412801899
K05577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0382399027	0	0	0	0	0
K05589	7.2202166065	21.6606498195	0	0	11.2988392513	0	0	9.1967004820	0	93.8047213475	10.8698516430	0	0	0	0	98.6678493810	0	0	60.5395106298	0	14.4404332130	0	0	10.8303249097	0	0	0	10.8303249097	0
K05590	0	0	22.3825979400	198.2062327151	57.1192175683	0	0	99.5237144775	0	292.1788643393	42.3781916594	0	0	75.6079406518	28.5299112441	185.1060389749	30.1059703624	0	75.4891663071	25.4667548922	9.2450131338	0	0	12.3175898988	12.3450295073	29.3174121624	41.6696718423	30.0430209451	0
K05591	0	0	0	0	8.2139437148	0	0	0	0	69.4525901881	21.6568390311	0	0	0	0	33.3929869697	0	0	44.0433256602	0	0	0	0	0	0	0	0	7.4682598954	0
K05592	1481.7404150834	906.2864244579	985.4846742606	1493.0285543459	213.5332447331	1333.8316362529	2817.0148136576	913.7513721182	1250.3687170414	5889.3178460365	2743.3294768854	1062.6040072040	1626.8815461200	920.3461172219	5414.2220280181	3315.6277463418	2597.7453051964	1936.4597778683	3322.4708338494	2224.1711522290	521.4393129175	1730.7698495418	741.3139349267	720.5465853689	360.8485667470	832.4258942448	1148.8207562618	982.1274244368	309.0074175786
K05593	2228.1347465631	2632.4918211394	1283.6235215261	2220.1010548900	411.7422785372	1778.5365057615	2056.8886655401	2405.8916889136	2599.5454832395	2663.3505438439	2193.3738417108	1952.7767765038	2487.1979775958	2089.0533637461	2159.1036620986	1266.4090257447	2320.9758940251	2783.6856610520	861.5653933896	3705.8187463502	130.0802223291	2334.7688666098	2045.1103579042	2232.9907010212	729.8630473544	2707.6150397997	2675.8859860799	1986.0755398987	351.9943383917
K05594	7.3800738007	0	0	0	0	0	0	0	0	77.4324048927	14.7601476015	0	0	7.3722504009	7.3800738007	29.4932619656	0	0	22.1266550901	0	7.3800738007	0	0	0	0	0	0	7.3800738007	0
K05595	1283.1781064000	1434.3342497193	1262.7456824486	877.5735451746	205.7254918267	1631.5662752609	1082.1073004911	1305.1501529243	1584.1660749682	1057.0278100864	1672.1185415717	1031.5775508724	2047.5940308645	1148.9264261551	1289.2793520808	429.2883833034	1092.1333976143	1032.8413105691	631.0232946355	1671.7697803405	110.9228105037	1759.5975922338	861.0149817343	768.5315737081	427.0802533909	1162.7885120244	1424.7691577169	1138.2430043539	120.2903796141
K05596	0	0	10.5356453222	0	0	0	0	10.4417446778	0	123.3911827204	37.2529312839	0	0	0	10.4718908490	50.1631541240	0	0	75.6639746674	0	13.9697322468	0	0	20.9545983702	0	0	0	0	0
K05685	11.2195519728	18.4500132355	61.0523749089	121.5284466585	54.4786703856	119.5871707832	20.6112168494	129.0933574260	0	372.8022139611	67.7352886286	0	0	61.8636727004	23.5102287158	155.2912504631	27.8960834834	0	94.8081307797	19.0328472483	12.8023663414	0	0	26.1363719283	16.4646277927	45.9374161507	23.5394827432	66.3668125122	6.9513238758
K05708	0	0	0	0	0	0	7.5357950264	0	0	109.2667321595	10.6049409716	0	0	0	10.5489789820	24.1139766300	0	0	43.0065638622	0	9.7959660798	0	0	0	0	0	0	0	0
K05709	0	0	0	0	0	0	0	8.2644628099	0	113.6126078588	10.3263184800	0	0	0	20.6611570248	39.3633875826	0	0	43.3799272183	0	10.3305785124	0	0	6.1983471074	0	0	0	0	0
K05710	0	0	0	0	0	0	0	0	0	87.4125874126	6.9930069930	0	0	0	0	38.5855188196	0	0	27.9477466977	0	10.4652292152	0	0	0	0	0	0	6.7859771807	0
K05711	15.4222789967	0	0	0	0	0	0	0	0	101.5404542907	10.2827763496	0	0	6.4267352185	10.2827763496	24.4215938303	0	0	43.6983434107	0	7.7120822622	0	0	14.1388174807	0	0	0	0	0
K05712	7.9753730337	0	0	0	0	0	0	7.3619631902	0	120.2428543173	12.2699386503	0	0	0	10.4286960183	30.6714557726	0	0	55.2146883444	0	0	0	0	7.9753703592	0	0	0	0	0
K05713	0	0	0	0	0	0	0	7.6923076923	0	104.3895757506	13.1856069287	0	0	0	20.8759413361	25.2747252747	0	0	34.0647278079	0	0	0	0	8.7912087912	0	0	0	0	0
K05714	0	0	0	0	0	0	0	0	0	123.2051848186	12.8954900962	0	0	10.5394516970	11.7721894703	22.3799145903	0	0	45.8718016363	0	7.0649907799	4.7110519807	0	14.0740397969	0	0	0	0	3.5335535174
K05716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.2895749318	0	0	0	0	0	0	0	0	0	0	0
K05772	0	21.8763781972	19.3255501770	0	0	131.4823981606	0	30.9039878841	0	0	0	0	0	16.6803120479	0	0	0	0	0	0	0	0	0	0	0	34.7752231142	0	18.0059390636	0
K05773	0	15.1241218421	16.6928579384	0	0	68.2454211324	0	69.7681466711	0	0	21.2308879178	0	0	19.6662720252	0	0	0	0	0	0	0	0	0	0	0	25.9678101060	0	16.8518291861	0
K05774	0	0	15.2937757421	0	0	0	7.6481835564	0	0	135.7601943632	26.8813451817	0	0	0	17.2136667273	38.2517196860	0	0	40.1456796868	0	7.6481835564	0	0	7.7645352332	0	0	0	22.9445506692	5.7361376673
K05775	0	0	0	0	10.1359993543	0	0	0	0	165.4993795234	41.5565793518	0	0	7.8581473655	14.6447480717	38.3066255464	0	0	83.3707614064	0	0	0	0	15.7748401981	0	0	0	30.4094218968	0
K05776	429.4697118351	405.9694200012	347.3804505141	166.7952637397	55.9844110045	514.4956419240	290.6575845462	256.7747192040	416.9781855890	226.5107179538	476.4623706570	348.8148435190	597.4363051775	282.1453152397	312.7148924779	106.1983453636	248.3116728623	290.9716010628	83.0923389449	308.6574245793	14.6702876906	495.2559647539	297.0012107545	236.0928153169	106.6023628375	289.2581815532	371.7430778114	322.3455869945	50.4381268101
K05777	0	11.7525484794	12.3079993104	0	0	0	16.6963476958	31.2635256427	13.2210931475	131.7664323009	24.9489550610	0	0	0	17.8183798019	74.9940955489	0	10.7424367540	40.2133276256	0	0	0	0	19.8012778807	0	0	0	14.6140128558	0
K05778	5.3832284906	0	0	0	8.0604563980	0	0	0	0	76.0195559959	12.1033872283	0	0	7.3984559709	8.0580921220	23.5485543347	0	0	40.3649180340	0	4.7132756246	0	0	8.7567108884	0	0	0	14.1337195186	4.7099788613
K05779	0	0	7.8654544514	0	9.3389686312	0	0	0	0	101.9441373873	13.1898414439	0	0	6.4243413048	6.0864539211	20.3509139490	0	0	36.6817861820	3.2029332862	0	3.2121108993	0	9.6029342637	0	0	0	13.9387956282	0
K05780	7.7193675068	0	19.7436090564	0	10.5455788259	0	4.4279718245	13.8802376105	0	160.0820633822	52.2405464319	0	0	9.0495647937	12.1474991376	30.2776594238	0	0	47.5542089650	0	8.8560712544	0	0	22.9673628972	0	0	0	28.2080007856	0
K05781	10.6483952399	0	16.5760117766	0	19.3146128756	10.6652830707	0	5.4662163622	0	121.2671753373	51.9823413151	0	0	11.0502984651	16.3120917831	41.2801187017	6.5108489716	0	41.4358139403	0	0	0	0	17.8951229110	0	0	0	13.7317004462	0
K05782	5.1192951653	0	18.6950258415	0	11.8768514404	0	0	3.3665264997	0	75.2127586165	25.4002789285	0	0	0	9.4466729965	83.3141216063	16.4404628299	0	52.0778549391	0	8.5600663014	0	0	4.2660337815	0	0	0	11.1510418496	5.1075644952
K05783	0	0	16.0090962538	0	0	0	0	0	0	10.6656215342	0	0	0	0	0	42.6760763408	0	0	6.7114093960	0	0	0	0	0	0	0	0	0	0
K05784	0	0	16.6430651679	0	0	0	0	0	0	0	0	0	0	0	0	46.8086521152	0	0	0	0	0	0	0	0	0	0	0	0	0
K05785	11.0132158590	0	6.6079295154	0	8.8105726872	0	13.2110180568	0	0	279.6776548284	54.9905783426	0	0	22.0264317181	15.4136612286	66.0599524905	0	0	134.3612334802	0	17.6163044004	0	0	11.0132158590	0	0	0	37.4449339207	6.5937106211
K05786	0	0	24.8090729465	13.6369968381	14.8926218466	0	0	14.9762554238	0	287.9526026879	59.9275435549	0	0	0	19.4506388328	178.2358991483	0	0	132.3305732049	0	16.3508483705	0	0	19.7735159277	0	19.0767369527	0	33.8635663455	33.3960400272
K05787	0	0	20.9733893557	75.4192890545	46.0604116123	0	0	87.9544495623	0	322.8805538952	42.0168067227	0	0	50.2622387867	33.5082568592	155.0585715458	0	0	92.3493665249	0	12.5874617629	0	0	29.3767507003	0	8.3682008368	25.1573432720	25.1574897742	0
K05788	0	33.1950207469	41.0683523627	0	0	0	16.4481327801	32.6100641936	0	128.3610959540	36.6585502563	8.2987551867	29.0456431535	32.1693995182	16.1446345104	186.9276650652	20.6337600897	0	60.5546269695	0	12.6569609413	8.8005403841	24.7297417784	16.1152600201	0	8.1414044205	12.0858855299	28.2487013585	8.1310885448
K05789	0	0	0	0	8.3181224534	0	0	0	0	18.8094858005	11.4988180774	0	0	0	0	43.9338630512	0	0	57.3312288121	0	8.3216983338	0	0	17.7176558806	0	0	0	12.4349646561	0
K05790	9.8777721529	0	12.8416060136	0	12.8445843932	0	0	14.8261347483	0	211.4505738172	54.3345329482	0	0	12.8470065085	25.6862035359	71.1474568860	0	0	109.6703274639	0	15.8048735373	0	0	18.7742539238	0	0	0	39.5100784406	14.8160010904
K05791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.9351699693	0	0	0	0	0	0	0	0	0	0	0	0	0
K05792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0313037832	0	0	0	0	0	0	0	0	0	0	0	0	0
K05794	0	26.3578004560	12.1851608889	0	0	0	0	0	0	0	40.1670676733	0	0	0	0	61.8722721898	18.4619801527	0	0	0	0	0	0	0	0	0	0	12.9684741609	0
K05795	0	12.7625957887	18.4683952976	0	14.6229603791	0	0	0	5.2222744834	7.3398832655	21.5844234263	7.3167057078	0	0	0	116.1260118761	0	0	34.6874280063	0	0	0	0	0	0	0	0	0	0
K05796	0	0	8.1016115379	0	18.1152689649	0	0	12.0985130408	0	109.1727086941	24.0138735599	0	6.0762086534	8.0906292799	12.1524173069	52.5928162212	0	0	60.6873065110	0	14.1170538491	0	0	14.1132016206	0	0	0	16.1991289415	12.0916509646
K05798	7.4742731648	0	7.6393716258	6.5557948473	19.4831994284	0	5.4748836618	13.1071125026	0	164.7775039663	35.0190791793	0	0	10.8085049700	17.4920386978	58.4774982346	0	0	102.0191127747	0	12.9883618932	0	0	18.5472963231	0	0	0	29.4059825722	0
K05799	0	0	9.6915528246	0	12.3185710401	0	0	0	0	128.8823892951	25.8305780150	0	0	0	17.8082191781	56.2361042455	0	0	64.7094463214	0	10.9570301520	0	0	12.3250243282	0	0	0	9.5890410959	0
K05800	6.5005574610	2.1700380139	8.0438563730	0	15.6213456954	5.4391930851	0	12.1175058044	5.6386063249	154.9291465934	22.9302226425	0	0	15.1854771020	12.4121285016	70.6704331405	2.1700380139	0	86.8404216267	2.1700380139	10.8501900696	2.1700380139	0	17.1041889013	0	0	2.1700380139	25.9104443355	13.3743417557
K05801	217.5300843045	219.5783582188	154.5898221979	86.7630043072	38.0631737585	270.1446369818	146.2733236504	169.0843191804	203.0109029943	233.0454837296	243.6174417225	158.9225146238	300.2504105714	128.4748258932	172.7943446889	95.8938921136	148.1198825661	157.5652487092	81.0855929197	139.1388029463	12.5364422656	237.9044736135	146.9915587980	120.9424644342	45.1197731316	119.8268771569	217.2627593152	179.9493353849	29.0516253438
K05802	0	0	0	0	19.5543670463	0	0	38.5486461964	0	180.5077704453	28.9030610811	0	0	0	15.9537727637	70.1280475462	0	0	63.1592935054	0	9.6254565706	0	0	11.7231624201	0	0	0	14.7431631616	0
K05803	0	0	0	0	0	0	0	10.5882352941	0	197.6346264495	27.0574410728	0	0	0	10.5854703809	44.7058823529	0	0	108.2344590164	0	9.4117647059	0	0	0	0	0	0	29.4076205812	0
K05804	9.5808383234	0	100.4378187343	851.1420880705	225.5713499638	0	0	525.2126021152	0	838.2448463532	59.6120936521	0	0	395.2328158830	82.6020674568	777.4622357593	53.3173642872	0	240.7963573978	34.0314136126	34.1160610716	0	7.8534031414	20.5788812284	36.6423796700	50.9289896960	74.4755647397	35.0910743957	14.0571835701
K05805	0	0	0	0	6.8337129841	0	0	18.2180575689	0	189.0530330775	13.6733633402	0	0	0	20.5011389522	45.5580865604	0	0	104.7628908677	0	9.0961096249	0	0	27.3244978256	0	0	0	11.3895216401	0
K05807	663.6923174570	409.0807838511	410.7140301985	194.1979875668	67.5725113456	630.7477710300	319.2823151946	339.1930274442	534.5845564510	257.9291437335	590.4734880868	376.4746966642	532.5911178195	321.5926698782	293.6461936649	175.4888365146	265.0818564180	364.5683505657	99.7654903133	232.9305035307	22.0147129674	511.1137325174	326.5801882659	254.3201450385	124.4029297648	373.5029602822	464.2334096309	424.3866256692	50.0657755386
K05808	1257.3164347943	622.1700807161	477.2497121102	426.3439321954	111.7664045710	740.0139405760	470.3570480562	570.0174452473	653.6453450753	699.6235174926	613.4821965067	482.2677458921	1397.8817096162	499.4844499531	476.8427594204	401.9226664312	550.8875655206	603.4454263622	277.1936644715	635.0236470691	58.7058510059	689.6782626314	555.7151687796	588.1846481429	194.0611886842	528.9404265484	758.6775940776	562.7689095086	139.2584992963
K05809	0	0	0	59.5451421665	23.5577433475	0	0	66.3812119546	0	180.1576906331	26.0658383971	0	0	45.6449857130	20.7907618753	197.3041191227	7.0238081304	0	98.5320404859	6.9992690058	26.0004990831	0	0	26.0261617120	0	0	0	26.7654887172	0
K05810	33.5672606567	21.7533047276	0	0	0	43.2525753731	12.3219581182	57.8682745401	0	120.1223552735	33.1369626132	0	0	20.3729296206	25.9063920202	58.7046332796	13.7612481892	0	71.5021094070	0	11.4777618364	16.5525599483	0	21.2628387014	0	29.9450662002	0	41.1311631978	20.5133159122
K05811	11.0622221398	0	7.2440475343	0	14.4089770321	0	0	26.1008812353	0	112.1344924823	25.1690063310	0	0	7.2731077704	11.1569857313	52.7267419887	0	0	36.0225290775	0	15.5179021757	0	0	15.5881227848	0	0	0	23.3884991023	0
K05812	7.4668829696	0	0	0	8.9514176170	0	0	10.4736697301	0	108.8298031098	28.3614720300	0	0	13.4795783503	22.4068783832	49.0890165862	0	0	56.6493957092	0	16.4138872601	0	0	23.6481701445	0	0	0	11.9316245155	7.4696289217
K05813	195.2601893649	68.0227443184	113.8220793584	1122.4159582705	51.7442508504	164.4961172142	4244.8297418267	71.8258605313	673.6678542589	9571.0310566036	3284.9757275864	570.8424238209	67.8280686568	40.6612256523	8812.1460363003	5235.2740927282	2584.9315509042	2574.3744154376	4280.8900711938	1045.3006127876	691.0784498295	980.4278377839	34.7343004350	71.7152536053	24.8214081954	132.8000882742	202.3741322344	411.5350775057	140.2056378042
