GeneFamily	SRR5451791	SRR5451792	SRR5451801	SRR5451802	SRR5451803	SRR5451804	SRR5451805	SRR5451806	SRR5451807	SRR5451808	SRR5451809	SRR5452015	SRR5452016	SRR5452017	SRR5452018	SRR5452019	SRR5452020	SRR5452021	SRR5452022
K04023	0	0	0	31.9661474337	7.6397745614	0	0	44.1321732366	0	0	0	369.0361836078	0	0	0	0	14.3884523163	33.1724764060	0
K04024	0	0	0	43.6531464284	12.4623850467	0	0	11.1846589486	0	0	0	19.9264189365	0	0	0	0	0	0	0
K04025	0	0	0	44.9566037152	6.4163199816	0	0	0	0	0	0	14.9592623131	0	0	0	0	0	0	0
K04026	0	0	0	20.8993538135	8.0280933242	0	4.8352378455	22.5752074223	0	0	9.6798309613	54.7767905481	0	0	0	0	0	0	0
K04027	98.9061076335	19.6762338204	23.9160197432	536.7920042526	197.7080653578	154.8525931900	110.8096448487	63.0721109672	0	47.8327776651	99.2927934231	92.5199220690	35.6223645870	47.5673707404	87.1374565478	91.5851657167	150.6543605797	98.6520894139	444.1279710271
K04028	3.7566144264	0	0	35.4695360281	7.8895770440	0	7.8551150099	0	0	0	0	15.7637148414	0	0	0	0	0	0	0
K04029	0	0	0	38.6835756542	9.0498691104	0	0	20.9419696019	9.6536106602	0	8.9131061443	28.2095095706	0	0	0	0	0	0	0
K04030	0	0	0	39.0147234312	0	0	0	8.9998678775	0	0	0	40.6770106953	0	0	0	0	0	9.1363540920	0
K04031	0	0	6.4469806060	40.9088614347	0	0	0	9.4849790190	0	0	9.3202548750	53.0941864979	0	0	0	0	6.3880006769	5.8606670051	0
K04032	0	0	0	49.7279344358	6.5115118940	0	11.7330166103	11.7569055320	0	0	0	22.1769471222	0	0	0	0	0	3.9563990169	0
K04033	0	0	0	33.3766548319	0	0	0	18.0098243287	0	0	0	26.5071768398	0	0	0	0	0	0	0
K04041	0	10.3824142448	0	55.1942389905	31.2707593126	67.6736824422	0	0	0	0	33.7133442408	737.7032151125	0	0	0	0	19.5885868463	347.8084857891	0
K04042	72.8521281497	9.7334239751	28.2343054541	100.0407618059	22.3886373191	68.9319883965	35.0998257822	679.8651938595	13.7341697834	10.4771938525	11.9465578385	989.1011833045	8.2146889649	14.2364091576	107.5743133312	12.0046771667	121.3882225898	510.0917679456	14.1593042066
K04043	2601.5582943566	980.0970809518	1946.5572489769	3186.0315044044	2437.4139796385	2295.6368174690	2039.5719149101	3710.3217684532	806.2945752401	1245.2225219450	1308.0796779958	4830.3733014675	790.8977746691	1670.3988945311	2030.8610763075	2238.8550440561	2724.7366090005	3465.2909448861	2337.3613777298
K04044	18.7140486711	0	24.1183811611	71.0652881561	25.5873997490	15.8859120579	17.7144150105	694.5144394656	0	0	13.8154759883	862.7363329520	0	0	6.7972838243	25.2150452744	156.5031901980	598.0244703640	0
K04045	0	0	0	34.5828208860	0	0	0	0	0	0	0	22.1090605059	0	0	0	0	0	0	0
K04046	0	0	0	44.1580577816	9.1158383234	0	8.5066112392	169.9006162908	0	0	0	57.4933314065	0	0	0	0	22.4046475753	17.6814797089	0
K04047	0	8.7202367426	13.6424065994	48.2818828208	15.1326364880	86.9650799532	22.4482025540	509.0894401232	6.4865540058	0	0	809.2504104073	4.4240231476	0	130.1475356121	9.4526618622	26.8717253780	258.4934340861	13.0574410409
K04061	0	0	0	0	0	0	0	29.8396788073	0	0	0	0	0	0	0	0	28.3478711771	0	0
K04062	0	0	0	10.8695652174	0	0	0	10.8401880141	0	0	0	27.7283139463	0	0	0	0	0	0	0
K04063	0	0	0	50.2237925298	7.5376884422	0	9.8639869059	17.5464920569	0	0	0	15.0800931726	0	0	0	0	0	7.1866269155	0
K04064	0	0	0	16.4130027444	0	0	0	0	0	0	0	36.0946218392	0	0	0	0	0	0	0
K04065	0	0	0	39.7885739422	6.7587928909	0	0	13.2198114415	0	0	8.7007333079	30.4656508975	0	0	0	0	17.3978618538	0	0
K04066	72.4477978196	21.2829253486	32.1027899427	114.0814434432	62.0344834351	101.6740585664	50.2276487296	534.8703640206	14.3162102118	13.5298329479	27.7266104371	983.1967255597	15.1726983434	15.6574204220	139.4629888167	31.1930214875	162.5314781958	504.8741117623	51.9427453049
K04067	0	0	0	46.6161894047	4.2123569547	0	0	0	0	0	0	22.2228961511	0	0	0	0	0	0	0
K04068	97.8176282386	17.1345760382	15.5614677697	84.6182670714	33.9342050073	106.8668660444	50.5469749853	50.7711414005	10.3849020410	0	29.0759353863	201.1881957613	0	0	143.2952763883	27.8041773041	21.4390485927	94.0173224414	23.1902743180
K04069	141.2440962589	21.9987591196	29.8347544045	208.0035820364	77.1274145369	127.4291882179	32.7990254529	63.6668210646	23.9441562818	0	53.7827804351	171.9237753987	0	57.6626740771	184.7658984511	43.9638539520	78.9508597615	118.0286658905	51.8939464441
K04072	435.3447709983	166.9552232767	229.9352080951	611.4793958292	362.3540332479	389.7081496269	249.9830053834	194.8867828409	144.4606274591	183.5357551353	220.3213820273	236.6367488289	124.8654765937	122.6831418403	377.5329029213	155.3750219036	230.4034950192	249.5029283410	181.4978105477
K04073	0	0	0	38.2542306500	0	0	0	834.3435547056	0	0	0	799.2181919730	0	0	0	0	192.3785970990	451.9334641423	0
K04074	0	0	0	7.7289650405	0	0	9.7194290290	18.7839005076	0	0	0	356.3699526694	0	0	0	0	0	357.6378500146	0
K04075	9.2613085901	0	8.9477937503	81.3064026419	19.4162595626	39.9702604521	18.1111561870	115.0065045116	8.0039052979	0	0	105.8558106257	0	0	78.3421226133	11.0717841665	30.1096648495	37.2634620372	0
K04076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6026831350	0
K04077	1870.6832149185	640.2809441935	1189.3729545779	2510.5467489713	1910.4901757314	1932.9210830555	1779.7444177627	3648.8626204693	445.1634464043	922.1925965651	931.8463083496	4151.3232728816	527.2379910152	1149.4368491035	1599.9258658929	1295.7682984825	2266.7029974214	2827.0599107174	1907.3692537290
K04078	264.0451212135	75.7377220362	146.3507500660	318.7995986746	202.1513259258	270.0724153382	147.8035444371	1674.5828978382	64.2334405416	66.1682473404	163.4227680889	2612.5844861295	42.0295657391	97.8709148769	270.8439842319	105.9230894730	361.8697125651	1465.6354014896	184.7442818375
K04079	270.2568465198	171.4322913326	200.7719515483	511.8741428345	400.8630574077	423.9116127314	192.5717592730	1192.0377513560	111.2317562881	138.1797196169	302.7476745205	1479.3995963646	102.0325598005	130.5535255360	115.6336221719	150.3074441697	357.6162955875	910.9917347673	372.4854783082
K04080	0	0	7.7742688147	65.4698451364	0	0	7.9099842159	26.4797910386	0	0	0	111.3881366452	0	0	0	0	17.8206967867	65.7535171376	0
K04081	0	0	0	37.8712123697	10.1738674537	0	0	9.8640986206	7.3802895974	0	0	17.5744892754	0	0	0	0	0	4.8462578694	0
K04082	0	0	0	39.3984552578	0	0	0	229.1363719368	0	0	14.4720539905	234.3067138943	0	0	0	0	33.1339729865	136.9462097231	0
K04083	33.9478998610	14.0079159732	21.0369505723	80.0922399711	32.8281680067	31.8223822706	43.2372143738	309.2255570164	8.2311989104	5.9037251497	39.0544101041	1342.7945171149	0	8.3027726741	0	36.2802355284	155.0505327870	742.9419336432	28.9972877053
K04084	0	0	0	58.7305918686	9.5508299548	0	0	109.0931767848	0	0	0	82.7569566651	3.5974755845	0	0	0	45.2963143512	48.4248098006	0
K04085	0	0	4.6663188635	47.0265565647	0	0	9.2969618277	457.4465044823	4.6455608557	0	0	1205.1736225239	0	0	0	10.6406690946	177.8655809440	592.3781864728	0
K04086	10.1271061412	0	11.8419591405	9.9964358400	7.1057262382	21.1750706003	24.6504318531	37.4890405051	0	0	0	31.3851146771	0	0	7.6415126050	9.7146680924	0	30.0310461086	0
K04087	0	6.7418474462	17.9837265827	61.0019158496	13.9775942868	0	22.8013174462	638.2520541536	0	0	0	224.9693000796	0	0	9.4062498588	0	53.9403322555	56.5386300957	22.0246208903
K04088	0	0	0	53.2441627568	11.6968910145	0	13.3221791216	373.3313704335	0	0	0	120.2359620792	0	0	0	0	29.8969185989	42.7675237690	0
K04090	0	0	0	0	0	0	0	492.3296934371	0	0	0	151.4032813167	0	0	0	0	23.2574017453	70.0009059875	0
K04091	27.1316152523	6.4427542001	12.7057516368	53.1885217110	9.9538184059	0	15.1889039682	1648.6115695348	0	0	0	1830.4549722927	0	0	0	7.3477599766	875.1450912418	1361.1581211455	0
K04092	65.3351235763	0	0	6.6599309932	0	75.9869729946	0	0	0	0	0	0	0	0	127.9580809880	0	0	0	13.1496185027
K04094	41.8366881630	0	23.8785134293	57.3983133328	48.4106883417	47.9034275216	49.6063402949	107.7752209403	9.2956961906	0	0	1030.6510090425	0	42.3585939835	32.3182962124	47.8246618792	108.9135809498	534.5965512312	61.3088082952
K04095	101.7731382052	0	0	90.1102047085	36.8322279241	131.5970338017	25.0946374087	35.0541187352	0	0	18.3861384950	35.2820079224	16.4441170175	0	77.3782633106	20.6465421497	50.9061043216	40.1049251633	20.2327158317
K04096	24.5284811421	7.3219455202	0	73.0916027872	7.8586755230	48.6716410542	29.7274059241	241.4302757848	5.7021683440	0	15.9949592761	212.9269045046	0	0	85.0316166350	12.8581874911	79.4856074632	99.1686688767	0
K04097	0	0	0	0	0	0	0	13.9934021053	0	0	0	0	0	0	0	0	0	0	0
K04100	0	0	0	0	0	0	0	128.3754373028	0	0	0	58.7755622315	0	0	0	0	0	12.1590447005	0
K04101	0	0	0	0	0	0	0	99.9949699922	0	0	0	19.0733042760	0	0	0	0	0	13.1406168724	0
K04103	0	0	0	0	0	0	0	0	0	0	0	513.8779347670	0	0	0	7.4489317903	0	173.2905987085	0
K04116	0	0	0	0	0	0	0	100.7267591433	0	0	0	27.1850923998	0	0	0	0	0	0	0
K04117	0	0	0	0	0	0	0	169.0841573849	0	0	0	154.8275290144	0	0	0	0	79.2045015173	113.8910140767	0
K04333	0	0	0	16.2206108316	0	0	0	8.1116209560	0	0	0	9.7479274604	0	0	0	0	0	6.4894726155	0
K04336	0	0	0	6.5834342143	0	0	0	0	0	0	3.2379083443	27.3847205740	0	0	0	0	0	0	0
K04337	0	0	0	11.2596929894	0	0	0	0	0	0	0	16.8261383238	0	0	0	0	0	0	0
K04338	0	0	0	26.1517594316	0	0	0	15.7355424927	0	0	0	10.4643691988	0	0	0	0	0	0	0
K04477	0	0	0	25.6490788819	8.5287889564	0	9.9512697952	11.3667402511	0	0	0	24.1618826655	0	0	0	0	0	9.9488626696	0
K04478	0	0	0	0	0	0	0	0	0	0	0	337.8620344578	0	0	0	0	0	73.2522674347	0
K04485	296.0022089668	119.1347551294	216.0266495069	565.6221869251	387.8991251150	477.7435176334	301.7278636997	2599.6624055863	78.9845385844	134.7373008456	216.6260042625	3039.1399404336	90.8381003931	153.0273642480	437.1698674773	189.7438834473	1042.1336545763	1709.9228487548	479.6602155868
K04486	0	0	0	0	0	0	11.5042661624	0	0	0	0	0	0	0	0	0	0	0	0
K04487	160.5691519465	48.3443201135	96.5963730566	235.3236171116	194.6836801108	150.6179639681	107.8500961462	1204.5457643281	28.9144223112	44.5827037504	106.1519892862	2183.7110466645	66.6541731469	72.1077843763	101.8373475644	148.4982458914	407.8368219626	1195.7332648677	123.8522762543
K04488	281.4036018255	84.9506513725	63.3883025907	511.3557224403	363.7126414732	263.1064964401	87.3372293889	1351.8377716679	39.0698792600	95.5717979635	158.1804414108	2637.2074869927	87.1453516674	77.0287078897	154.5015950507	258.3629511055	338.4409255080	1770.9942755468	137.1797702369
K04509	0	0	0	0	0	0	0	1.1176746899	0	0	0	119.5255925473	0	0	0	1.0927460541	0	7.0019706665	0
K04516	0	0	21.9684484992	87.3441929392	45.8493783542	0	46.7371658925	0	11.8474730306	25.9445571466	30.8271934676	51.4205291701	0	46.9516884118	42.2139931092	23.9820094830	53.6112710336	33.1740098935	96.6929291741
K04517	59.9472718314	7.2623307800	0	0	12.2110313965	50.4644602659	12.6727680473	144.6126652094	0	0	0	491.0480390696	0	0	93.4435592416	0	20.4923071216	123.2614168563	0
K04518	0	0	0	0	20.9371652597	10.0655662197	8.7119953872	0	0	0	12.4210631229	383.1021640848	0	0	0	0	0	143.0557616832	0
K04561	0	0	11.3546477204	0	0	0	0	38.2374281232	0	0	0	0	0	16.4153767346	0	0	0	23.4192428311	0
K04562	0	0	0	0	0	0	14.8937441369	377.5045090446	0	0	12.9867504190	78.0153269400	0	0	0	0	28.2389239180	31.2628542210	0
K04564	15.4203152201	10.3895263990	0	97.8013367798	17.2984529393	12.1258561849	41.5022031170	1099.0024489219	10.4414799464	0	13.8752484587	2443.7994905316	9.9091096914	0	0	22.1183173739	289.2191152288	1331.3863755177	6.9740727328
K04565	0	0	0	38.2686071749	0	0	0	11.4184980495	0	0	0	33.6665494486	0	0	0	0	9.8738537240	10.0504342677	0
K04567	817.1481282007	357.8891164120	541.9991146247	1488.8349500401	1248.2465375457	1284.2945884819	756.0491885954	1942.9667178616	201.5099899352	442.6929711231	698.4764852678	3071.7752142284	283.4197454094	438.6438723013	722.1667094910	484.3743869644	1049.5061789834	1887.4082683249	1333.9552168494
K04568	7.5822510615	0	0	36.9777307500	9.5240858399	0	13.7863490326	241.4129523926	0	0	7.2985687547	458.1132803352	0	0	0	23.2067946526	92.9892035801	291.1354119866	0
K04651	0	0	6.3971561579	89.8093737197	0	0	0	25.3743941851	12.6507226300	0	9.1640268401	53.5369732156	0	0	0	0	19.2796780002	12.3119090467	0
K04652	159.4333171405	46.9171999823	117.7053013262	217.7084002989	169.2735394613	102.2628230616	156.8099898096	140.0018118955	32.2483515881	0	58.5733764469	116.7740825139	77.3956534517	108.3911313178	138.6195779115	133.5251977316	112.0182003540	154.0596357496	191.3828181644
K04653	17.0140814242	0	0	105.2895380953	32.2987046605	34.0591752880	0	50.1504675672	0	0	18.2371792771	69.4925222672	0	17.9148382624	0	0	44.4463581985	29.0337314460	22.7597402597
K04654	0	0	0	55.4735914854	13.0097988907	0	0	23.6026032017	0	0	0	44.9417328018	0	0	0	0	0	19.1830396983	0
K04655	0	0	14.4672369732	50.0813304916	22.6933357385	0	11.3912811386	24.0121097224	0	0	16.4698764631	37.2213700224	0	11.2863602533	0	0	28.8936728157	22.6262770227	0
K04656	0	0	0	47.1527420218	10.7688314432	0	0	8.4034158180	0	0	0	23.2844486059	0	0	0	0	7.0772355464	5.3888119091	0
K04691	11.9007907546	0	0	49.1631440204	15.4388797429	0	15.9667203321	240.4164480331	0	0	7.6381679805	500.4222960279	0	0	0	0	131.5695341973	415.5919796617	0
K04719	0	0	0	0	0	0	0	211.0262421732	0	0	0	61.3153595681	0	0	0	0	13.9260575282	26.6581295948	0
K04744	0	0	0	40.5319453357	8.6355017129	0	0	66.4054703175	0	0	0	76.8438985372	0	0	0	0	16.5853526914	33.0051156665	0
K04749	0	0	0	0	0	0	0	10.2612504504	0	0	0	652.8338073444	0	0	0	0	0	317.7234464006	0
K04750	0	0	0	29.2426730170	0	0	0	24.5994061405	0	0	7.2662559730	49.2678920730	0	0	0	0	14.8635734905	14.8212719762	0
K04751	183.3387150938	0	22.3037384496	100.6455305389	30.7442787308	106.8213148797	19.8949356970	910.4312880299	7.8018397656	15.1722740988	29.4671645741	371.4936445960	39.1431528908	22.8255068141	206.8026338647	30.7752555910	72.5010147995	136.9387090050	23.9273037005
K04752	30.1239771401	16.5345622884	23.8559343405	50.4699432750	31.5269595493	24.5160775462	16.1962376394	1739.1149929561	11.9312938609	17.7306566076	0	1741.2861675915	0	0	0	15.1482418285	397.9270800676	1050.4642983153	48.5704032160
K04753	0	0	0	54.9500516469	12.2751928961	0	9.9837518360	17.4078864930	0	0	0	53.2753918395	0	0	0	0	10.1342130717	0	0
K04754	0	0	0	29.0190834983	0	0	10.7494173712	41.5642977227	0	0	0	32.7234486556	0	0	0	0	8.7561590612	22.3961414333	0
K04755	16.7954035949	6.6007319624	10.0850525198	59.8892780025	6.6053263430	13.2987724682	0	526.5108797296	0	0	13.2025297973	1098.5221458724	0	0	13.3616988830	16.3949286416	80.0463256680	657.7335132758	10.0447894446
K04757	0	0	0	0	0	0	0	11.2236422675	0	0	0	804.5030808585	0	0	0	15.6144331753	8.9219057882	350.9861413755	0
K04758	772.3352934087	175.1366713243	334.2451486711	916.3157941336	634.2649818102	464.2226693411	510.3348967376	499.6169783477	168.6518414516	300.9074090945	364.4744462279	577.6776566517	305.0766079138	344.5083083524	355.4279884893	510.3290144657	764.6864229543	612.6059798477	472.5376571516
K04759	1081.1704763085	337.0480293094	565.3337805099	1345.2986753816	1048.3431377058	850.4953720805	875.0252757964	1119.1938676845	260.5845488844	428.6925610035	543.4033850669	1495.1394095060	491.1217818605	601.8887780484	1004.0710869914	759.6944861772	1329.2180239148	1413.8202214156	925.0170693283
K04760	12.7197116195	0	0	38.8719386553	0	0	10.6744544095	690.6657405168	0	8.1693898624	6.7373136258	925.3898046472	0	0	0	16.9090078863	107.9097403157	638.9031711761	0
K04761	15.8764185394	0	6.6208883051	86.6175486796	32.6652213547	6.7721498192	26.0119684468	1737.8949531299	0	0	20.2688006278	1347.3266269643	0	0	7.8797262419	19.1904427030	508.3387438637	874.6369964979	0
K04762	0	0	7.7488458061	71.2295546327	23.6288480500	0	15.7310451935	169.3338121956	0	0	0	247.7573499218	0	0	0	0	57.9075072984	188.8302694665	10.4505924694
K04763	150.8410873528	36.5586133622	61.6836936924	136.6070601499	120.2657628594	114.3277153333	120.4571158276	732.8720551273	34.3362208534	56.9479471314	55.6517473240	1306.4357980787	23.0237311952	54.0016053600	152.4739704246	59.0363444459	327.9024773223	1035.9514011489	124.7261063381
K04764	14.4445528219	0	0	30.1177471982	15.1123189165	0	15.1532595897	1839.9413661030	15.4040933976	0	0	1611.6264084037	0	0	0	7.4394968750	772.3249947613	1386.9743242592	0
K04766	0	0	0	0	0	0	0	0	0	0	0	486.1233363897	0	0	0	0	0	208.7913419733	0
K04768	0	0	0	0	0	0	0	0	0	0	0	395.0159509455	0	0	0	0	0	118.3604938412	0
K04770	0	0	0	44.2017237605	5.2362872922	0	6.3249384574	13.3730745651	0	0	3.4926867402	19.1970776153	0	0	0	0	0	4.4810061322	0
K04771	0	0	0	50.3404574897	0	0	7.8781070701	15.3866574387	0	0	0	33.2758338103	0	0	0	0	7.1754057208	0	0
K04772	0	0	0	50.1556737781	12.7039169542	0	8.9588040020	16.1598115057	0	0	0	36.7724591230	0	0	0	0	8.2035146508	0	0
K04773	0	0	0	42.9087595563	9.9958777613	0	16.8609122991	282.8893790158	0	0	0	626.7811688171	0	0	0	0	38.0316168741	191.9126682944	0
K04774	5.4007685603	0	0	31.5273968250	8.9841557041	4.0750900117	7.2529990850	563.9294594865	0	0	0	764.8062903131	0	0	0	0	298.1428283550	562.5632238101	0
K04775	0	0	0	29.7808239143	7.6974346732	0	0	10.1759743141	0	0	0	23.0969109387	0	0	0	0	0	8.9463730929	0
K04781	0	0	0	0	0	0	0	0	0	0	0	14.9413993828	0	0	0	0	0	0	0
K04782	0	0	0	0	0	0	0	111.5216888536	0	0	0	33.7955436124	0	0	0	0	0	6.5215774995	0
