"A001"	"A003"	"A006"	"A007"	"A010"	"A011"	"A013"	"A015"	"A018"	"A020"	"A021"	"A024"	"A025"	"A028"	"A029"	"A031"	"A034"	"A035"	"A037"	"A039"	"A081"	"A082"	"A083"	"A084"	"A085"	"A086"	"A091"	"A093"	"A094"	"A098"	"A099"	"A100"	"A101"	"A107"	"A108"	"A109"	"A116"	"A118"	"A119"	"A120"
"338105"	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0
"288680"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"825808"	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"336614"	0.000428571428571429	0.00104761904761905	0.00080952380952381	0	0.00126190476190476	0.000714285714285714	5e-04	0.00147619047619048	9.52380952380952e-05	0.000119047619047619	7.14285714285714e-05	7.14285714285714e-05	0.000119047619047619	2.38095238095238e-05	7.14285714285714e-05	7.14285714285714e-05	0.000333333333333333	0.000547619047619048	0.000380952380952381	0.001	0.000357142857142857	0.000214285714285714	4.76190476190476e-05	0.00107142857142857	7.14285714285714e-05	0.00080952380952381	0.00019047619047619	0	0	0.000166666666666667	0.00126190476190476	0.000142857142857143	0.000214285714285714	2.38095238095238e-05	0.000333333333333333	0.00080952380952381	0	0.00254761904761905	0	0.000357142857142857
"366386"	7.14285714285714e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	2.38095238095238e-05
"4465907"	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"192226"	0	2.38095238095238e-05	0	0.000238095238095238	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0
"180285"	7.14285714285714e-05	0	0	0.000285714285714286	2.38095238095238e-05	2.38095238095238e-05	9.52380952380952e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05
"192225"	0	0	0	2.38095238095238e-05	0	7.14285714285714e-05	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05
"192221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0
"180289"	2.38095238095238e-05	9.52380952380952e-05	4.76190476190476e-05	0.000547619047619048	2.38095238095238e-05	2.38095238095238e-05	0	4.76190476190476e-05	4.76190476190476e-05	0	0	0	0.00019047619047619	0	0	4.76190476190476e-05	9.52380952380952e-05	7.14285714285714e-05	0	0.00104761904761905	0	0	0	7.14285714285714e-05	0	0	0.000119047619047619	0	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	2.38095238095238e-05	0.000166666666666667	0	0	0	2.38095238095238e-05
"342873"	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0.00102380952380952	0	0	0	0	0
"354461"	0.000761904761904762	0.000642857142857143	7.14285714285714e-05	0.000261904761904762	9.52380952380952e-05	0.000166666666666667	0	0.000142857142857143	0.000404761904761905	4.76190476190476e-05	9.52380952380952e-05	0	0	9.52380952380952e-05	0	9.52380952380952e-05	0.000142857142857143	4.76190476190476e-05	0.00030952380952381	0.000166666666666667	7.14285714285714e-05	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	4.76190476190476e-05	0	0.000166666666666667	0	0	0.00019047619047619	0	0	0	4.76190476190476e-05	4.76190476190476e-05
"180572"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4475784"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110944"	0	0	2.38095238095238e-05	7.14285714285714e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	4.76190476190476e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	7.14285714285714e-05	0	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05
"187256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4472202"	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4450194"	0	0.000452380952380952	0	0	0	0	0	0.00864285714285714	0	0	0	0	2.38095238095238e-05	0	0.000357142857142857	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"332241"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0
"515279"	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0
"4379957"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05
"925707"	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0
"761968"	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05
"177100"	0.000357142857142857	7.14285714285714e-05	0.000261904761904762	0.000619047619047619	9.52380952380952e-05	4.76190476190476e-05	2.38095238095238e-05	0.000142857142857143	0	0.000261904761904762	2.38095238095238e-05	4.76190476190476e-05	0.00102380952380952	7.14285714285714e-05	0.00019047619047619	7.14285714285714e-05	0.000285714285714286	0	0.000261904761904762	0.000428571428571429	9.52380952380952e-05	0	0	0	0	0	0.000119047619047619	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	9.52380952380952e-05	0	0	0	7.14285714285714e-05	0.000119047619047619	0.000166666666666667
"4440670"	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0.000238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"177109"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0
"185715"	2.38095238095238e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0.000119047619047619	2.38095238095238e-05	4.76190476190476e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	0	0.000119047619047619	0	2.38095238095238e-05	4.76190476190476e-05	2.38095238095238e-05	0	7.14285714285714e-05	2.38095238095238e-05	0	0	0	0	4.76190476190476e-05	0.000142857142857143	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	2.38095238095238e-05
"404292"	0.00242857142857143	0.000928571428571429	0.00019047619047619	0.000452380952380952	0.000571428571428571	0.00030952380952381	0	0.000619047619047619	0.00164285714285714	0.00178571428571429	9.52380952380952e-05	0.000142857142857143	0	0.000428571428571429	0.000380952380952381	0.000857142857142857	0.000119047619047619	0.000357142857142857	0.000833333333333333	0.000523809523809524	7.14285714285714e-05	2.38095238095238e-05	2.38095238095238e-05	0.000452380952380952	7.14285714285714e-05	0.00069047619047619	0.00019047619047619	0	0	4.76190476190476e-05	0	4.76190476190476e-05	0.000261904761904762	2.38095238095238e-05	0.000571428571428571	7.14285714285714e-05	7.14285714285714e-05	0.000166666666666667	0	0.000142857142857143
"181155"	0.000761904761904762	0.000238095238095238	0.000238095238095238	2.38095238095238e-05	0.000476190476190476	0.00133333333333333	0.00435714285714286	2.38095238095238e-05	0	5e-04	0.000166666666666667	5e-04	2.38095238095238e-05	7.14285714285714e-05	0.000142857142857143	0	7.14285714285714e-05	9.52380952380952e-05	0.00102380952380952	9.52380952380952e-05	0.000333333333333333	0.00152380952380952	0	0	9.52380952380952e-05	0.00138095238095238	2.38095238095238e-05	0	2.38095238095238e-05	7.14285714285714e-05	9.52380952380952e-05	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0.00483333333333333	0	0	0	2.38095238095238e-05
"364926"	0.000952380952380952	0.00188095238095238	0.0234761904761905	0.0075952380952381	0.0177619047619048	0.00107142857142857	0.0489047619047619	0.0125952380952381	0.0574047619047619	0.0317619047619048	0.0448333333333333	0.00809523809523809	0.0148809523809524	0.000119047619047619	0.000380952380952381	7.14285714285714e-05	0.00580952380952381	0.00197619047619048	0.000285714285714286	0.0162380952380952	0.045047619047619	2.38095238095238e-05	2.38095238095238e-05	0.0227857142857143	0.000666666666666667	2.38095238095238e-05	0.000357142857142857	0.0127857142857143	0.137714285714286	2.38095238095238e-05	0.000142857142857143	0.0114285714285714	0.000714285714285714	0.00952380952380952	0.000357142857142857	0.0108333333333333	0.000333333333333333	7.14285714285714e-05	0.0201666666666667	0.0201428571428571
"4067355"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0
"1024520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1024529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"592170"	2.38095238095238e-05	2.38095238095238e-05	0	7.14285714285714e-05	0	0	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0
"3438642"	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"922397"	4.76190476190476e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"807140"	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"509709"	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0.000285714285714286	7.14285714285714e-05	4.76190476190476e-05	0.000142857142857143	0.000119047619047619	4.76190476190476e-05	0.000404761904761905	0.00019047619047619	0	0	0	7.14285714285714e-05	0	0	0.00273809523809524	7.14285714285714e-05	4.76190476190476e-05	9.52380952380952e-05	0.000119047619047619	9.52380952380952e-05	0	0.000261904761904762	0.00402380952380952	0.00030952380952381	9.52380952380952e-05	0	4.76190476190476e-05	0.000571428571428571	7.14285714285714e-05	7.14285714285714e-05	0.000119047619047619	0.00019047619047619	0.00019047619047619	0.00019047619047619	7.14285714285714e-05
"210092"	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0.000119047619047619	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05	0	0
"210542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0
"210095"	2.38095238095238e-05	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0.000142857142857143	4.76190476190476e-05	0	0	0	0	0	0
"252843"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"191148"	2.38095238095238e-05	0	0	0	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	2.38095238095238e-05	7.14285714285714e-05	0	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	4.76190476190476e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	7.14285714285714e-05
"1682179"	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"198151"	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0.000166666666666667	0	0	0	0	0	0	0	0
"4449055"	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	9.52380952380952e-05	0	4.76190476190476e-05	4.76190476190476e-05	4.76190476190476e-05	0	0	0	2.38095238095238e-05
"523589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0
"139056"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0
"351967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"179625"	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"519746"	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	4.76190476190476e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	7.14285714285714e-05	0	0	0	0	0	0	2.38095238095238e-05
"310857"	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0
"517583"	0	0	2.38095238095238e-05	0.000214285714285714	2.38095238095238e-05	0	2.38095238095238e-05	0	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0.000642857142857143	0	4.76190476190476e-05	0
"539647"	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4338624"	0	0	0	0	0	0	0	0	0.000952380952380952	0	0	0	0	0.000166666666666667	2.38095238095238e-05	4.76190476190476e-05	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0
"495396"	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0
"302746"	0.00111904761904762	0.00273809523809524	0.00195238095238095	0	0.00364285714285714	0.00235714285714286	0.00652380952380952	0.00254761904761905	0.000547619047619048	0.00280952380952381	0.00030952380952381	0.000523809523809524	0.00519047619047619	2.38095238095238e-05	0.000261904761904762	0.000380952380952381	0.000547619047619048	0.000928571428571429	0.00147619047619048	0.00430952380952381	0.000833333333333333	0.000761904761904762	0.000880952380952381	0.00323809523809524	0.000285714285714286	0.00385714285714286	0.00138095238095238	0	0	0.000214285714285714	0.00478571428571429	0.00019047619047619	0.00257142857142857	0.000285714285714286	0.000523809523809524	0.00295238095238095	9.52380952380952e-05	0.00716666666666667	7.14285714285714e-05	0.000833333333333333
"757622"	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"338926"	0	4.76190476190476e-05	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4352242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"363264"	0.00030952380952381	0.000261904761904762	4.76190476190476e-05	9.52380952380952e-05	0.000238095238095238	0.000285714285714286	0	4.76190476190476e-05	7.14285714285714e-05	0	0	4.76190476190476e-05	0	2.38095238095238e-05	4.76190476190476e-05	0	0.000119047619047619	9.52380952380952e-05	4.76190476190476e-05	0	0	2.38095238095238e-05	0	9.52380952380952e-05	0	0	2.38095238095238e-05	0	0	4.76190476190476e-05	0	9.52380952380952e-05	0	0	9.52380952380952e-05	0	0	0	0	2.38095238095238e-05
"583134"	2.38095238095238e-05	9.52380952380952e-05	0	0	7.14285714285714e-05	7.14285714285714e-05	0	4.76190476190476e-05	0.000142857142857143	0	0	9.52380952380952e-05	0	0.000142857142857143	0	0	2.38095238095238e-05	2.38095238095238e-05	0	2.38095238095238e-05	0.000119047619047619	0.00126190476190476	0	0	0	0	0	0	0	0	0	0	0.000119047619047619	0.000238095238095238	7.14285714285714e-05	0	0	0	0	0
"347382"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0
"365634"	0.00173809523809524	0.000904761904761905	0.000238095238095238	0	0.000666666666666667	0	0.000166666666666667	0.000357142857142857	0.00285714285714286	9.52380952380952e-05	0.0014047619047619	0.000547619047619048	0.000857142857142857	0	0.000214285714285714	0.000285714285714286	0.000166666666666667	0.000738095238095238	0.000142857142857143	2.38095238095238e-05	0.00471428571428571	0.00892857142857143	9.52380952380952e-05	0.0014047619047619	0.0035952380952381	0.000333333333333333	0.0145714285714286	0	0	0.00142857142857143	0.000166666666666667	0.00207142857142857	0.000214285714285714	0.000428571428571429	0.00192857142857143	0.00228571428571429	0	0.00185714285714286	0.000523809523809524	0.000761904761904762
"4309550"	0.000523809523809524	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"187736"	2.38095238095238e-05	4.76190476190476e-05	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	2.38095238095238e-05	7.14285714285714e-05	0	0	0.000166666666666667	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	4.76190476190476e-05	2.38095238095238e-05	0	7.14285714285714e-05	2.38095238095238e-05	4.76190476190476e-05	2.38095238095238e-05	0
"137183"	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019047619047619	0	0	0	0	0	0	0	2.38095238095238e-05
"368486"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0.000214285714285714	0	0	0.00019047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	0
"197661"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0
"531722"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"201772"	0.000166666666666667	0.00019047619047619	4.76190476190476e-05	0.000214285714285714	0.000142857142857143	2.38095238095238e-05	9.52380952380952e-05	4.76190476190476e-05	0.000166666666666667	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	7.14285714285714e-05	7.14285714285714e-05	0	0	4.76190476190476e-05	0.000166666666666667	0	4.76190476190476e-05	0.000119047619047619	0	0	0	0	2.38095238095238e-05	9.52380952380952e-05	0	0	0	0	0	7.14285714285714e-05	0.000214285714285714
"68345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3123133"	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"184296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0
"4417053"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"302333"	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	9.52380952380952e-05	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	4.76190476190476e-05	0	0	0	0	0
"302338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"607877"	4.76190476190476e-05	0	0	2.38095238095238e-05	0.00019047619047619	0	0	2.38095238095238e-05	0.000952380952380952	0	0	2.38095238095238e-05	0	0	7.14285714285714e-05	0.000142857142857143	0	2.38095238095238e-05	7.14285714285714e-05	0	4.76190476190476e-05	0	0	0.000714285714285714	0	0	0.000142857142857143	0	0	0	0	0	2.38095238095238e-05	0.000142857142857143	9.52380952380952e-05	2.38095238095238e-05	0	0	0	0
"363844"	4.76190476190476e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	4.76190476190476e-05	0	7.14285714285714e-05	0.000119047619047619	0	4.76190476190476e-05	0.000142857142857143	0	9.52380952380952e-05	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	4.76190476190476e-05	0	0	4.76190476190476e-05	0	0	0	0	0	0.000285714285714286	0.000119047619047619	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05
"566243"	0	0	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	7.14285714285714e-05	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0.000357142857142857	0.000333333333333333	0	0	0	0.000619047619047619	0
"2075910"	0	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0
"175741"	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05	0	7.14285714285714e-05	0	0	0	0	4.76190476190476e-05	0	0
"296960"	0	0	0	0	0.000428571428571429	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0.000476190476190476	0	0	0.00133333333333333	0	0	0	0	0	0.000333333333333333	0	0	0	0	0	0	0	0	0	0
"350189"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"190956"	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"197274"	7.14285714285714e-05	7.14285714285714e-05	0.000119047619047619	4.76190476190476e-05	0.000261904761904762	9.52380952380952e-05	0	7.14285714285714e-05	0.000952380952380952	9.52380952380952e-05	0.000595238095238095	0.000238095238095238	0	0.000142857142857143	0.000119047619047619	0.000142857142857143	2.38095238095238e-05	0.00019047619047619	0.000119047619047619	7.14285714285714e-05	0.00102380952380952	0.000285714285714286	0	0.000261904761904762	0	0	0.000214285714285714	0	0	0.000285714285714286	0	0.000452380952380952	0.001	0.000166666666666667	0.000714285714285714	0	0	0	9.52380952380952e-05	9.52380952380952e-05
